fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
35045,2422,163,8.7506981,125043,0.149428597,21.3,49.50137153,37.981334,0.57420246,38.314819,0.53901458,20.52414,45.56432819,13,33,193.6933695,672.9975227,High,High
35047,21,0,2.2562559,27591,0.217172266,27.7,49.5487659,17.842774,1.5766012,1.0365699,1.0800623,77.463669,44.37426758,14,29,7.611177558,0,Low,Low
35049,238,3,30.331944,150056,0.24314256,12.8,48.45590979,42.98462,0.8223597,2.4617476,1.3608253,51.080263,32.97263527,6,14,15.86074532,126.0504202,Medium,Medium
35051,11,0,1.0128126,10968,0.365244347,24.9,50.04558716,64.305252,0.68380744,1.3493801,0.74762949,30.898979,44.66852188,14,27,10.02917578,0,Low,Low
35053,60,5,0.97217035,16735,0.193008664,29.1,50.17030176,33.761579,1.0038841,12.118315,1.8165521,49.841648,55.60599327,17,34,35.85300269,833.3333333,Medium,High
35055,42,1,5.7563663,32835,0.264595706,19.4,49.22795797,35.437796,0.48423936,5.1043093,0.79488354,56.917924,38.07429981,6,19,12.79122887,238.0952381,Medium,Medium
35057,75,1,1.7994998,15591,0.207234943,25.8,53.00493875,50.490665,1.346931,2.097364,0.45539094,43.813738,53.12528801,7,25,48.10467577,133.3333333,Medium,Medium
35059,7,0,0.41567129,4118,0.209324915,14.1,55.94949004,52.234095,1.8941233,1.4084507,0.58280719,42.617777,64.90066147,13,32,16.99854298,0,Medium,Low
35061,126,2,27.672832,76456,0.176598305,19.5,50.1595689,32.336247,1.0031913,3.9081302,0.53625614,61.02072,48.55545425,13,32,16.48006697,158.7301587,Medium,Medium
36001,2102,159,226.80177,307117,0.169554274,12,48.4287747,71.807486,12.793821,0.14522152,6.720566,6.1009321,30.81622839,9,27,68.44297125,756.4224548,High,High
36003,59,0,17.415411,46430,0.189855697,17,50.76243808,94.294637,1.2771915,0.2369158,1.2771915,1.6777946,45.88188171,11,36,12.70730131,0,Low,Low
36007,716,61,104.84312,191659,0.19066154,17,49.17066248,82.996887,5.4696102,0.1852248,4.3686964,4.3415651,40.78351402,11,28,37.35801606,851.9553073,Medium,High
